Pair #: 1	Jaccard: 0.3333333333333333	Title 1: RET ACTIVATION BY GERMLINE MEN2A AND MEN2B MUTATIONS	Title 2: ACTIVATION OF RET AS A DOMINANT TRANSFORMING GENE BY GERMLINE MUTATIONS OF MEN2A AND MEN2B	Authors: [:borrello, alberti, arighi, bocciardi, bongarzone, eng, greco, lorenzo, miranda, mondellini, pasini, pierotti, ponder, romeo, scopsi, smith]	Authors: [:santoro, bottaro, carlomagno, dathan, difiore, fusco, grieco, kraus, matoskova, romano, vecchio]	
Pair #: 223	Jaccard: 0.3333333333333333	Title 1: TUMOUR GENOMIC AND MICROENVIRONMENTAL HETEROGENEITY FOR INTEGRATED PREDICTION OF 5-YEAR BIOCHEMICAL RECURRENCE OF PROSTATE CANCER: A RETROSPECTIVE COHORT STUDY	Title 2: AR-V7 AND RESISTANCE TO ENZALUTAMIDE AND ABIRATERONE IN PROSTATE CANCER	Authors: [:lalonde, berlin, boutros, bristow, chong, chu, collins, cooper, dal pra, davicioni, dunning, eeles, erho, fraser, grzadkowski, halim, harding, have, ishkanian, jurisica, lam, lam, lamb, mak, malloff, meng, milosevic, moon, neal, p'ng, pintilie, ramnarine, ross-adams, sendorek, squire, sykes, thoms, van der kwast, warren, xie, yao, zafarana]	Authors: [:antonarakis, carducci, chen, chen, de marzo, denmeade, eisenberger, fedor, isaacs, isaacs, lotan, lu, luber, luo, mohammad, nadal, nakazawa, paller, roeser, wang, zheng]	
Pair #: 224	Jaccard: 0.3333333333333333	Title 1: TUMOUR GENOMIC AND MICROENVIRONMENTAL HETEROGENEITY FOR INTEGRATED PREDICTION OF 5-YEAR BIOCHEMICAL RECURRENCE OF PROSTATE CANCER: A RETROSPECTIVE COHORT STUDY	Title 2: COMPLEX MSH2 AND MSH6 MUTATIONS IN HYPERMUTATED MICROSATELLITE UNSTABLE ADVANCED PROSTATE CANCER	Authors: [:lalonde, berlin, boutros, bristow, chong, chu, collins, cooper, dal pra, davicioni, dunning, eeles, erho, fraser, grzadkowski, halim, harding, have, ishkanian, jurisica, lam, lam, lamb, mak, malloff, meng, milosevic, moon, neal, p'ng, pintilie, ramnarine, ross-adams, sendorek, squire, sykes, thoms, van der kwast, warren, xie, yao, zafarana]	Authors: [:pritchard, coleman, corey, grady, kumar, milbank, morrissey, nelson, salipante, shendure, smith, tait, vessella, walsh, yu, zhang]	
Pair #: 225	Jaccard: 0.3333333333333333	Title 1: TUMOUR GENOMIC AND MICROENVIRONMENTAL HETEROGENEITY FOR INTEGRATED PREDICTION OF 5-YEAR BIOCHEMICAL RECURRENCE OF PROSTATE CANCER: A RETROSPECTIVE COHORT STUDY	Title 2: COPY NUMBER ALTERATION BURDEN PREDICTS PROSTATE CANCER RELAPSE	Authors: [:lalonde, berlin, boutros, bristow, chong, chu, collins, cooper, dal pra, davicioni, dunning, eeles, erho, fraser, grzadkowski, halim, harding, have, ishkanian, jurisica, lam, lam, lamb, mak, malloff, meng, milosevic, moon, neal, p'ng, pintilie, ramnarine, ross-adams, sendorek, squire, sykes, thoms, van der kwast, warren, xie, yao, zafarana]	Authors: [:hieronymus, assel, bernstein, carver, chang, gopalan, heguy, huberman, murali, reuter, sander, sawyers, scardino, schultz, taylor, vickers, xiao]	
Pair #: 226	Jaccard: 0.3333333333333333	Title 1: TRANSKINGDOM CONTROL OF MICROBIOTA DIURNAL OSCILLATIONS PROMOTES METABOLIC HOMEOSTASIS	Title 2: GUT MICROBIOTA-PRODUCED SUCCINATE PROMOTES C-DIFFICILE INFECTION AFTER ANTIBIOTIC TREATMENT OR MOTILITY DISTURBANCE	Authors: [:thaiss, abramson, biton, elinav, gilad, halpern, harmelin, katz, korem, kuperman, levy, segal, shapiro, suez, tengeler, zeevi, zilberman-schapira, zmora]	Authors: [:ferreyra, bouley, hryckowian, sonnenburg, weimer, wu]	
Pair #: 227	Jaccard: 0.3333333333333333	Title 1: TRANSGENERATIONAL EPIGENETIC INHERITANCE: MYTHS AND MECHANISMS	Title 2: PRIMATE-SPECIFIC ENDOGENOUS RETROVIRUS-DRIVEN TRANSCRIPTION DEFINES NAIVE-LIKE STEM CELLS	Authors: [:heard, martienssen]	Authors: [:wang, besser, cai, chen, fuchs, ghanbarian, hurst, ivics, izsvak, lorincz, prigione, rasko, schumann, singh, szvetnik, xie]	
Pair #: 228	Jaccard: 0.3333333333333333	Title 1: TISSUE-RESIDENT MACROPHAGE ENHANCER LANDSCAPES ARE SHAPED BY THE LOCAL MICROENVIRONMENT	Title 2: STEM CELL PLASTICITY PLASTICITY OF EPITHELIAL STEM CELLS IN TISSUE REGENERATION	Authors: [:lavin, amit, blecher-gonen, david, jung, keren-shaul, merad, winter]	Authors: [:blanpain, fuchs]	
Pair #: 229	Jaccard: 0.3333333333333333	Title 1: THE SCC2-SCC4 COMPLEX ACTS IN SISTER CHROMATID COHESION AND TRANSCRIPTIONAL REGULATION BY MAINTAINING NUCLEOSOME-FREE REGIONS	Title 2: FUNCTIONAL AND TOPOLOGICAL CHARACTERISTICS OF MAMMALIAN REGULATORY DOMAINS	Authors: [:lopez-serra, kelly, patel, stewart, uhlmann]	Authors: [:symmons, ettwiller, nassari, ruf, schwarzer, spitz, tsujimura, uslu]	
Pair #: 230	Jaccard: 0.3333333333333333	Title 1: THE RESOLUTION REVOLUTION	Title 2: ATOMIC MODEL OF THE F-420-REDUCING [NIFE] HYDROGENASE BY ELECTRON CRYO-MICROSCOPY USING A DIRECT ELECTRON DETECTOR	Authors: [:kuehlbrandt]	Authors: [:allegretti, kuehlbrandt, mcmullan, mills, vonck]	
Pair #: 231	Jaccard: 0.3333333333333333	Title 1: THE RESOLUTION REVOLUTION	Title 2: STRUCTURE OF THE YEAST MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT	Authors: [:kuehlbrandt]	Authors: [:amunts, bai, brown, emsley, hussain, llacer, long, murshudov, ramakrishnan, scheres]	
Pair #: 232	Jaccard: 0.3333333333333333	Title 1: THE NUCLEAR IMMUNE RECEPTOR RPS4 IS REQUIRED FOR RRS1(SLH1)-DEPENDENT CONSTITUTIVE DEFENSE ACTIVATION IN ARABIDOPSIS THALIANA	Title 2: THE NB-LRR PROTEINS RGA4 AND RGA5 INTERACT FUNCTIONALLY AND PHYSICALLY TO CONFER DISEASE RESISTANCE	Authors: [:sohn, jones, kobe, newman, paek, rallapalli, sarris, segonzac, williams, woo]	Authors: [:cesari, bernoux, chalvon, dodds, fujiwara, kanzaki, kawano, kroj, shimamoto, terauchi]	
Pair #: 233	Jaccard: 0.3333333333333333	Title 1: THE NEURONAL ARCHITECTURE OF THE MUSHROOM BODY PROVIDES A LOGIC FOR ASSOCIATIVE LEARNING	Title 2: SEROTONERGIC VERSUS NONSEROTONERGIC DORSAL RAPHE PROJECTION NEURONS: DIFFERENTIAL PARTICIPATION IN REWARD CIRCUITRY	Authors: [:aso, abbott, axel, dionne, hattori, iyer, johnston, ngo, rubin, tanimoto, yu]	Authors: [:mcdevitt, balderas, bonci, britt, chung, harvey, marino, richie, shen, tiran-cappello]	
Pair #: 234	Jaccard: 0.3333333333333333	Title 1: THE NEURONAL ARCHITECTURE OF THE MUSHROOM BODY PROVIDES A LOGIC FOR ASSOCIATIVE LEARNING	Title 2: SINGLE RODENT MESOHABENULAR AXONS RELEASE GLUTAMATE AND GABA	Authors: [:aso, abbott, axel, dionne, hattori, iyer, johnston, ngo, rubin, tanimoto, yu]	Authors: [:root, hoffman, lupica, mejias-aponte, morales, wang, zhang]	
Pair #: 235	Jaccard: 0.3333333333333333	Title 1: THE GENETIC LANDSCAPE OF CLINICAL RESISTANCE TO RAF INHIBITION IN METASTATIC MELANOMA	Title 2: PD-1 BLOCKADE INDUCES RESPONSES BY INHIBITING ADAPTIVE IMMUNE RESISTANCE	Authors: [:van allen, berking, carter, cibulskis, egberts, farlow, gabriel, garraway, getz, goetz, gogas, goldinger, gutzmer, hassel, hillen, hodis, johannessen, kryukov, loquai, mckenna, place, rosenberg, schadendorf, sucker, taylor-weiner, treacy, trefzer, ugurel, wagle, weide, whittaker, zimmer]	Authors: [:tumeh, carmona, cherry, chmielowski, ciobanu, elashoff, emerson, glaspy, grogan, gutierrez, harview, henry, kivork, mateus, pierce, ribas, robert, robert, robins, seja, shintaku, spasic, taylor, tomasic, west, yearley]	
Pair #: 236	Jaccard: 0.3333333333333333	Title 1: THE DYNAMICS AND REGULATORS OF CELL FATE DECISIONS ARE REVEALED BY PSEUDOTEMPORAL ORDERING OF SINGLE CELLS	Title 2: SINGLE-CELL RNA-SEQ REVEALS DYNAMIC, RANDOM MONOALLELIC GENE EXPRESSION IN MAMMALIAN CELLS"	Authors: [:trapnell, cacchiarelli, grimsby, lennon, li, livak, mikkelsen, morse, pokharel, rinn]	Authors: [:deng, ramskold, reinius, sandberg]	
Pair #: 237	Jaccard: 0.5	Title 1: THE DROSOPHILA CIRCADIAN CLOCK IS A VARIABLY COUPLED NETWORK OF MULTIPLE PEPTIDERGIC UNITS	Title 2: PDF NEURON FIRING PHASE-SHIFTS KEY CIRCADIAN ACTIVITY NEURONS IN DROSOPHILA	Authors: [:yao, shafer]	Authors: [:guo, cerullo, chen, rosbash]	
Pair #: 238	Jaccard: 0.2857142857142857	Title 1: THE DNA METHYLATION LANDSCAPE OF HUMAN EARLY EMBRYOS	Title 2: DNA METHYLATION DYNAMICS OF THE HUMAN PREIMPLANTATION EMBRYO	Authors: [:guo, fan, guo, hu, jin, li, li, li, lian, lin, liu, qiao, ren, shi, tang, wang, wang, wei, wen, wu, xie, yan, yan, yong, zhu]	Authors: [:smith, chan, eggan, humm, karnik, meissner, mekhoubad, regev]	
Pair #: 239	Jaccard: 0.5	Title 1: THE DNA METHYLATION LANDSCAPE OF HUMAN EARLY EMBRYOS	Title 2: REPROGRAMMING THE METHYLOME: ERASING MEMORY AND CREATING DIVERSITY	Authors: [:guo, fan, guo, hu, jin, li, li, li, lian, lin, liu, qiao, ren, shi, tang, wang, wang, wei, wen, wu, xie, yan, yan, yong, zhu]	Authors: [:lee, hore, reik]	
Pair #: 240	Jaccard: 0.3333333333333333	Title 1: THE AMYLOID STATE AND ITS ASSOCIATION WITH PROTEIN MISFOLDING DISEASES	Title 2: ORGANISMAL PROTEOSTASIS: ROLE OF CELL-NONAUTONOMOUS REGULATION AND TRANSCELLULAR CHAPERONE SIGNALING	Authors: [:knowles, dobson, vendruscolo]	Authors: [:van oosten-hawle, morimoto]	
Pair #: 241	Jaccard: 0.3333333333333333	Title 1: THE AMYLOID STATE AND ITS ASSOCIATION WITH PROTEIN MISFOLDING DISEASES	Title 2: PROTEOSTASIS IMPAIRMENT IN PROTEIN-MISFOLDING AND -AGGREGATION DISEASES	Authors: [:knowles, dobson, vendruscolo]	Authors: [:hipp, hartl, park]	
Pair #: 242	Jaccard: 0.3333333333333333	Title 1: TDP2 PROTECTS TRANSCRIPTION FROM ABORTIVE TOPOISOMERASE ACTIVITY AND IS REQUIRED FOR NORMAL NEURAL FUNCTION	Title 2: DNA DAMAGE AND ITS LINKS TO NEURODEGENERATION	Authors: [:gomez-herreros, caldecott, cavallerit, chaila, conroy, cortes-ledesma, counihan, de brouwer, de vries, delanty, el-khamisy, ennis, greally, mccormack, romero-granados, rultenl, schuurs-hoeijmakers]	Authors: [:madabhushi, pan, tsai]	
Pair #: 243	Jaccard: 0.3333333333333333	Title 1: SYNONYMOUS CODONS, RIBOSOME SPEED, AND EUKARYOTIC GENE EXPRESSION REGULATION"	Title 2: DISTINCT STAGES OF THE TRANSLATION ELONGATION CYCLE REVEALED BY SEQUENCING RIBOSOME-PROTECTED MRNA FRAGMENTS	Authors: [:tarrant, von der haar]	Authors: [:lareau, brown, hite, hogan]	
Pair #: 244	Jaccard: 0.3333333333333333	Title 1: SYNONYMOUS CODONS, RIBOSOME SPEED, AND EUKARYOTIC GENE EXPRESSION REGULATION"	Title 2: DOM34 RESCUES RIBOSOMES IN 3 ' UNTRANSLATED REGIONS	Authors: [:tarrant, von der haar]	Authors: [:guydosh, green]	
Pair #: 245	Jaccard: 0.3333333333333333	Title 1: SYNONYMOUS CODONS, RIBOSOME SPEED, AND EUKARYOTIC GENE EXPRESSION REGULATION"	Title 2: IN VIVO GENOME-WIDE PROFILING OF RNA SECONDARY STRUCTURE REVEALS NOVEL REGULATORY FEATURES	Authors: [:tarrant, von der haar]	Authors: [:ding, assmann, bevilacqua, kwok, tang, zhang]	
Pair #: 246	Jaccard: 0.3333333333333333	Title 1: STRUCTURE OF THE YEAST MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT	Title 2: ATOMIC MODEL OF THE F-420-REDUCING [NIFE] HYDROGENASE BY ELECTRON CRYO-MICROSCOPY USING A DIRECT ELECTRON DETECTOR	Authors: [:amunts, bai, brown, emsley, hussain, llacer, long, murshudov, ramakrishnan, scheres]	Authors: [:allegretti, kuehlbrandt, mcmullan, mills, vonck]	
Pair #: 247	Jaccard: 0.3333333333333333	Title 1: STRUCTURE OF AN RRP6-RNA EXOSOME COMPLEX BOUND TO POLY(A) RNA	Title 2: ENHANCER RNAS AND REGULATED TRANSCRIPTIONAL PROGRAMS	Authors: [:wasmuth, januszyk, lima]	Authors: [:lam, glass, li, rosenfeld]	
Pair #: 248	Jaccard: 0.3333333333333333	Title 1: STRUCTURAL DELINEATION OF A QUATERNARY, CLEAVAGE-DEPENDENT EPITOPE AT THE GP41-GP120 INTERFACE ON INTACT HIV-1 ENV TRIMERS"	Title 2: ANTIGEN MODIFICATION REGULATES COMPETITION OF BROAD AND NARROW NEUTRALIZING HIV ANTIBODIES	Authors: [:blattner, burton, cupo, de la pena, derking, falkowska, julien, lee, lee, moore, paulson, peng, poignard, sanders, sliepen, van gils, ward, wilson]	Authors: [:mcguire, carbonetti, dreyer, glenn, lippy, mouquet, scheid, stamatatos]	
Pair #: 249	Jaccard: 0.3333333333333333	Title 1: STRUCTURAL BASIS FOR MICRORNA TARGETING	Title 2: ASSESSING THE CERNA HYPOTHESIS WITH QUANTITATIVE MEASUREMENTS OF MIRNA AND TARGET ABUNDANCE	Authors: [:schirle, macrae, sheu-gruttadauria]	Authors: [:denzler, agarwal, bartel, stefano, stoffel]	
Pair #: 250	Jaccard: 0.3333333333333333	Title 1: STRUCTURAL BASIS FOR MICRORNA TARGETING	Title 2: DNA-GUIDED DNA INTERFERENCE BY A PROKARYOTIC ARGONAUTE	Authors: [:schirle, macrae, sheu-gruttadauria]	Authors: [:swarts, berenguer, brouns, janssen, jore, patel, snijders, van der oost, wang, westra, zhu]	
Pair #: 251	Jaccard: 0.3333333333333333	Title 1: STRUCTURAL AND MECHANISTIC INSIGHTS INTO MCM2-7 DOUBLE-HEXAMER ASSEMBLY AND FUNCTION	Title 2: DNA BINDING POLARITY, DIMERIZATION, AND ATPASE RING REMODELING IN THE CMG HELICASE OF THE EUKARYOTIC REPLISOME"	Authors: [:sun, fernandez-cid, li, riera, speck, stillman, tognetti, yuan]	Authors: [:costa, berger, botchan, fleck, ilves, maclellan-gibson, pesavento, petojevic, renault, swuec]	
Pair #: 252	Jaccard: 0.3333333333333333	Title 1: SINGLE-CELL RNA-SEQ REVEALS DYNAMIC PARACRINE CONTROL OF CELLULAR VARIATION	Title 2: QUANTITATIVE SINGLE-CELL RNA-SEQ WITH UNIQUE MOLECULAR IDENTIFIERS	Authors: [:shalek, chen, ding, fowler, friedman, gaublomme, gennert, gertner, hacohen, lu, may, park, raychowdhury, regev, satija, schwartz, shuga, trombetta, wang, wang, weaver, yosef]	Authors: [:islam, joost, kasper, la manno, linnarsson, lonnerberg, zajac, zeisel]	
Pair #: 253	Jaccard: 0.3333333333333333	Title 1: SINGLE RODENT MESOHABENULAR AXONS RELEASE GLUTAMATE AND GABA	Title 2: SEROTONERGIC VERSUS NONSEROTONERGIC DORSAL RAPHE PROJECTION NEURONS: DIFFERENTIAL PARTICIPATION IN REWARD CIRCUITRY	Authors: [:root, hoffman, lupica, mejias-aponte, morales, wang, zhang]	Authors: [:mcdevitt, balderas, bonci, britt, chung, harvey, marino, richie, shen, tiran-cappello]	
Pair #: 254	Jaccard: 0.3333333333333333	Title 1: RNA TARGETING BY THE TYPE III-A CRISPR-CAS CSM COMPLEX OF THERMUS THERMOPHILUS	Title 2: GENETIC CHARACTERIZATION OF ANTIPLASMID IMMUNITY THROUGH A TYPE III-A CRISPR-CAS SYSTEM	Authors: [:staals, barendregt, dohmae, doudna, heck, koehorst, kornfeld, neupane, nogales, sakamoto, schaap, sharma, shinkai, suzuki, taylor, urlaub, van der oost, varossieau, vlot, yokoyama, zhu]	Authors: [:hatoum-aslan, maniv, marraffini, samai]	
Pair #: 255	Jaccard: 0.3333333333333333	Title 1: RNA TARGETING BY THE TYPE III-A CRISPR-CAS CSM COMPLEX OF THERMUS THERMOPHILUS	Title 2: PROGRAMMABLE RNA SHREDDING BY THE TYPE III-A CRISPR-CAS SYSTEM OF STREPTOCOCCUS THERMOPHILUS	Authors: [:staals, barendregt, dohmae, doudna, heck, koehorst, kornfeld, neupane, nogales, sakamoto, schaap, sharma, shinkai, suzuki, taylor, urlaub, van der oost, varossieau, vlot, yokoyama, zhu]	Authors: [:tamulaitis, dickman, horvath, kazlauskiene, manakova, nwokeoji, siksnys, venclovas]	
Pair #: 256	Jaccard: 0.375	Title 1: RESETTING TRANSCRIPTION FACTOR CONTROL CIRCUITRY TOWARD GROUND-STATE PLURIPOTENCY IN HUMAN	Title 2: DNA METHYLATION DYNAMICS OF THE HUMAN PREIMPLANTATION EMBRYO	Authors: [:takashima, bertone, clarke, ficz, guo, krueger, loos, mansfield, nichols, oxley, reik, santos, smith]	Authors: [:smith, chan, eggan, humm, karnik, meissner, mekhoubad, regev]	
Pair #: 257	Jaccard: 0.2857142857142857	Title 1: REPROGRAMMING THE METHYLOME: ERASING MEMORY AND CREATING DIVERSITY	Title 2: DNA METHYLATION DYNAMICS OF THE HUMAN PREIMPLANTATION EMBRYO	Authors: [:lee, hore, reik]	Authors: [:smith, chan, eggan, humm, karnik, meissner, mekhoubad, regev]	
Pair #: 258	Jaccard: 0.3333333333333333	Title 1: RECOMBINANT HIV ENVELOPE TRIMER SELECTS FOR QUATERNARY-DEPENDENT ANTIBODIES TARGETING THE TRIMER APEX	Title 2: ANTIGEN MODIFICATION REGULATES COMPETITION OF BROAD AND NARROW NEUTRALIZING HIV ANTIBODIES	Authors: [:sok, briney, burton, hsueh, hua, julien, le, lee, lee, moore, pauthner, sanders, saye-francisco, seaman, van gils, ward, wilson]	Authors: [:mcguire, carbonetti, dreyer, glenn, lippy, mouquet, scheid, stamatatos]	
Pair #: 259	Jaccard: 0.3333333333333333	Title 1: RAG-MEDIATED RECOMBINATION IS THE PREDOMINANT DRIVER OF ONCOGENIC REARRANGEMENT IN ETV6-RUNX1 ACUTE LYMPHOBLASTIC LEUKEMIA	Title 2: COHESIN AND CTCF DIFFERENTIALLY AFFECT CHROMATIN ARCHITECTURE AND GENE EXPRESSION IN HUMAN CELLS	Authors: [:papaemmanuil, alexandrov, biondi, butler, campbell, cazzaniga, cooke, ford, gamble, greaves, gundem, hinton, jones, kempski, leroy, li, marshall, martincorena, menzies, mudie, muschen, nik-zainal, o'meara, potter, raine, ramakrishna, rapado, robinson, stebbings, stratton, teague, titley, tubio, van delft, van loo, wedge, zuna]	Authors: [:zuin, brouwer, dixon, grosveld, knoch, kolovos, ren, van de corput, van de werken, van der reijden, van ijcken, wendt, ye]	
Pair #: 260	Jaccard: 0.3333333333333333	Title 1: RAG-MEDIATED RECOMBINATION IS THE PREDOMINANT DRIVER OF ONCOGENIC REARRANGEMENT IN ETV6-RUNX1 ACUTE LYMPHOBLASTIC LEUKEMIA	Title 2: MECHANISMS THAT CAN PROMOTE PERIPHERAL B-CELL LYMPHOMA IN ATM-DEFICIENT MICE	Authors: [:papaemmanuil, alexandrov, biondi, butler, campbell, cazzaniga, cooke, ford, gamble, greaves, gundem, hinton, jones, kempski, leroy, li, marshall, martincorena, menzies, mudie, muschen, nik-zainal, o'meara, potter, raine, ramakrishna, rapado, robinson, stebbings, stratton, teague, titley, tubio, van delft, van loo, wedge, zuna]	Authors: [:tepsuporn, alt, gostissa, hu]	
Pair #: 261	Jaccard: 0.3333333333333333	Title 1: QUANTITATIVE SINGLE-CELL RNA-SEQ WITH UNIQUE MOLECULAR IDENTIFIERS	Title 2: MASSIVELY PARALLEL SINGLE-CELL RNA-SEQ FOR MARKER-FREE DECOMPOSITION OF TISSUES INTO CELL TYPES	Authors: [:islam, joost, kasper, la manno, linnarsson, lonnerberg, zajac, zeisel]	Authors: [:jaitin, amit, cohen, elefant, jung, kenigsberg, keren-shaul, mildner, paul, tanay, zaretsky]	
Pair #: 262	Jaccard: 0.3333333333333333	Title 1: PROXIMITY INTERACTIONS AMONG CENTROSOME COMPONENTS IDENTIFY REGULATORS OF CENTRIOLE DUPLICATION	Title 2: HEMINGWAY IS REQUIRED FOR SPERM FLAGELLA ASSEMBLY AND CILIARY MOTILITY IN DROSOPHILA	Authors: [:firat-karalar, rauniyar, stearns, yates]	Authors: [:soulavie, cortier, durand, duteyrat, goepfert, laurencon, piepenbrock, thomas, vieillard]	
Pair #: 263	Jaccard: 0.3333333333333333	Title 1: PROTEOSTASIS IMPAIRMENT IN PROTEIN-MISFOLDING AND -AGGREGATION DISEASES	Title 2: ORGANISMAL PROTEOSTASIS: ROLE OF CELL-NONAUTONOMOUS REGULATION AND TRANSCELLULAR CHAPERONE SIGNALING	Authors: [:hipp, hartl, park]	Authors: [:van oosten-hawle, morimoto]	
Pair #: 264	Jaccard: 0.3333333333333333	Title 1: PROGRAMMABLE RNA SHREDDING BY THE TYPE III-A CRISPR-CAS SYSTEM OF STREPTOCOCCUS THERMOPHILUS	Title 2: GENETIC CHARACTERIZATION OF ANTIPLASMID IMMUNITY THROUGH A TYPE III-A CRISPR-CAS SYSTEM	Authors: [:tamulaitis, dickman, horvath, kazlauskiene, manakova, nwokeoji, siksnys, venclovas]	Authors: [:hatoum-aslan, maniv, marraffini, samai]	
Pair #: 265	Jaccard: 0.3333333333333333	Title 1: NUCLEAR RECEPTORS, RXR, AND THE BIG BANG"	Title 2: LIPID LANDSCAPES AND PIPELINES IN MEMBRANE HOMEOSTASIS	Authors: [:evans, mangelsdorf]	Authors: [:holthuis, menon]	
Pair #: 266	Jaccard: 0.3333333333333333	Title 1: NEURONAL ACTIVITY PROMOTES OLIGODENDROGENESIS AND ADAPTIVE MYELINATION IN THE MAMMALIAN BRAIN	Title 2: A NEUROCENTRIC PERSPECTIVE ON GLIOMA INVASION	Authors: [:gibson, barres, bieri, goldstein, inema, lin, miller, monje, mount, purger, vogel, woo, wood, zuchero]	Authors: [:cuddapah, robel, sontheimer, watkins]	
Pair #: 267	Jaccard: 0.3333333333333333	Title 1: NEURONAL ACTIVITY PROMOTES OLIGODENDROGENESIS AND ADAPTIVE MYELINATION IN THE MAMMALIAN BRAIN	Title 2: DENERVATION SUPPRESSES GASTRIC TUMORIGENESIS	Authors: [:gibson, barres, bieri, goldstein, inema, lin, miller, monje, mount, purger, vogel, woo, wood, zuchero]	Authors: [:zhao, andersen, beisvag, chen, flatberg, fox, friedman, gershon, hara, hayakawa, johannessen, kaneko, kodama, li, muthupalani, quante, renz, sandvik, tomita, wang, westphalen]	
Pair #: 268	Jaccard: 0.3333333333333333	Title 1: MITOCHONDRIA AS SIGNALING ORGANELLES	Title 2: EFFICACY OF PYRUVATE THERAPY IN PATIENTS WITH MITOCHONDRIAL DISEASE: A SEMI-QUANTITATIVE CLINICAL EVALUATION STUDY	Authors: [:chandel]	Authors: [:fujii, hayashi, hiejima, koga, kumada, murayama, nishigaki, nozaki, saito, tanaka]	
Pair #: 269	Jaccard: 0.3333333333333333	Title 1: MITOCHONDRIA AS SIGNALING ORGANELLES	Title 2: METABOLIC DETERMINANTS OF CANCER CELL SENSITIVITY TO GLUCOSE LIMITATION AND BIGUANIDES	Authors: [:chandel]	Authors: [:birsoy, bayraktar, chen, clish, lorbeer, possemato, sabatini, thiru, wang, yucel]	
Pair #: 270	Jaccard: 0.3333333333333333	Title 1: MITOCHONDRIA AS SIGNALING ORGANELLES	Title 2: METFORMIN INHIBITS MITOCHONDRIAL COMPLEX I OF CANCER CELLS TO REDUCE TUMORIGENESIS	Authors: [:chandel]	Authors: [:wheaton, anso, budigner, chandel, dufour, glasauer, hamanaka, mutlu, soberanes, sullivan, weinberg]	
Pair #: 271	Jaccard: 0.3333333333333333	Title 1: MINIMAL, ENCAPSULATED PROTEOMIC-SAMPLE PROCESSING APPLIED TO COPY-NUMBER ESTIMATION IN EUKARYOTIC CELLS"	Title 2: LARGE-SCALE GENETIC PERTURBATIONS REVEAL REGULATORY NETWORKS AND AN ABUNDANCE OF GENE-SPECIFIC REPRESSORS	Authors: [:kulak, mann, nagaraj, paron, pichler]	Authors: [:kemmeren, ampatziadis-michailidis, apweiler, bakker, benschop, bouwmeester, brabers, brok, holstege, kashani, ko, koerkamp, lenstra, lijnzaad, margaritis, miles, o'duibhir, sameith, sluiters, snel, van bakel, van de pasch, van heesch, van hooff, van leenen, van wageningen]	
Pair #: 272	Jaccard: 0.3333333333333333	Title 1: METFORMIN INHIBITS MITOCHONDRIAL COMPLEX I OF CANCER CELLS TO REDUCE TUMORIGENESIS	Title 2: EFFICACY OF PYRUVATE THERAPY IN PATIENTS WITH MITOCHONDRIAL DISEASE: A SEMI-QUANTITATIVE CLINICAL EVALUATION STUDY	Authors: [:wheaton, anso, budigner, chandel, dufour, glasauer, hamanaka, mutlu, soberanes, sullivan, weinberg]	Authors: [:fujii, hayashi, hiejima, koga, kumada, murayama, nishigaki, nozaki, saito, tanaka]	
Pair #: 273	Jaccard: 0.3333333333333333	Title 1: METFORMIN INHIBITS MITOCHONDRIAL COMPLEX I OF CANCER CELLS TO REDUCE TUMORIGENESIS	Title 2: METABOLIC DETERMINANTS OF CANCER CELL SENSITIVITY TO GLUCOSE LIMITATION AND BIGUANIDES	Authors: [:wheaton, anso, budigner, chandel, dufour, glasauer, hamanaka, mutlu, soberanes, sullivan, weinberg]	Authors: [:birsoy, bayraktar, chen, clish, lorbeer, possemato, sabatini, thiru, wang, yucel]	
Pair #: 274	Jaccard: 0.3333333333333333	Title 1: METABOLIC DETERMINANTS OF CANCER CELL SENSITIVITY TO GLUCOSE LIMITATION AND BIGUANIDES	Title 2: EFFICACY OF PYRUVATE THERAPY IN PATIENTS WITH MITOCHONDRIAL DISEASE: A SEMI-QUANTITATIVE CLINICAL EVALUATION STUDY	Authors: [:birsoy, bayraktar, chen, clish, lorbeer, possemato, sabatini, thiru, wang, yucel]	Authors: [:fujii, hayashi, hiejima, koga, kumada, murayama, nishigaki, nozaki, saito, tanaka]	
Pair #: 275	Jaccard: 0.3333333333333333	Title 1: MECHANISMS THAT CAN PROMOTE PERIPHERAL B-CELL LYMPHOMA IN ATM-DEFICIENT MICE	Title 2: COHESIN AND CTCF DIFFERENTIALLY AFFECT CHROMATIN ARCHITECTURE AND GENE EXPRESSION IN HUMAN CELLS	Authors: [:tepsuporn, alt, gostissa, hu]	Authors: [:zuin, brouwer, dixon, grosveld, knoch, kolovos, ren, van de corput, van de werken, van der reijden, van ijcken, wendt, ye]	
